Bait	Prey	#Rep	#Pep	AvgP	BFDR
MEPCE	gi|195546900|gn|SUPT5H:6829| transcription elongation factor SPT5 isoform a [Homo sapiens]	3	3	0.0046	0.6265
EIF4A2	gi|19557656|gn|HIST1H2AB:8335| histone H2A type 1-B/E [Homo sapiens]	3	2	0.6667	0.0854
MEPCE	gi|19557656|gn|HIST1H2AB:8335| histone H2A type 1-B/E [Homo sapiens]	3	2	0.8407	0.0232
EIF4A2	gi|195927004|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 4 [Homo sapiens]	3	2	0.0014	0.6495
MEPCE	gi|195927004|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 4 [Homo sapiens]	3	2	0.1455	0.4441
EIF4A2	gi|195927006|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 5 precursor [Homo sapiens]	3	4	0.0142	0.5901
MEPCE	gi|195927006|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 5 precursor [Homo sapiens]	3	4	0.0936	0.4943
EIF4A2	gi|195927044|gn|RTCA:8634| RNA 3'-terminal phosphate cyclase isoform a [Homo sapiens]	3	1	0.0192	0.5774
MEPCE	gi|195927044|gn|RTCA:8634| RNA 3'-terminal phosphate cyclase isoform a [Homo sapiens]	3	1	0.1242	0.4660
EIF4A2	gi|195976805|gn|HYOU1:10525| hypoxia up-regulated protein 1 precursor [Homo sapiens]	3	4	0.4128	0.2172
MEPCE	gi|195976805|gn|HYOU1:10525| hypoxia up-regulated protein 1 precursor [Homo sapiens]	3	4	0.1934	0.4015
EIF4A2	gi|197276600|gn|MAP4:4134| microtubule-associated protein 4 isoform 4 [Homo sapiens]	3	1	0.0016	0.6476
MEPCE	gi|197276600|gn|MAP4:4134| microtubule-associated protein 4 isoform 4 [Homo sapiens]	3	1	0.1883	0.4060
EIF4A2	gi|197304708|gn|C7orf50:84310| uncharacterized protein C7orf50 [Homo sapiens]	3	1	0.0162	0.5834
MEPCE	gi|197304708|gn|C7orf50:84310| uncharacterized protein C7orf50 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|197382708|gn|EIF4E3:317649| eukaryotic translation initiation factor 4E type 3 isoform a [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|197382708|gn|EIF4E3:317649| eukaryotic translation initiation factor 4E type 3 isoform a [Homo sapiens]	3	1	0.3471	0.2651
EIF4A2	gi|198041728|gn|KLC2:64837| kinesin light chain 2 isoform 2 [Homo sapiens]	3	2	0.0098	0.6048
MEPCE	gi|198041728|gn|KLC2:64837| kinesin light chain 2 isoform 2 [Homo sapiens]	3	2	0.0029	0.6375
EIF4A2	gi|19913424|gn|ATP6V1A:523| V-type proton ATPase catalytic subunit A [Homo sapiens]	3	3	0.0102	0.6021
MEPCE	gi|19913424|gn|ATP6V1A:523| V-type proton ATPase catalytic subunit A [Homo sapiens]	3	3	0.2393	0.3615
EIF4A2	gi|19913426|gn|ATP6V1B1:525| V-type proton ATPase subunit B, kidney isoform [Homo sapiens]	3	1	0.3349	0.2755
MEPCE	gi|19913426|gn|ATP6V1B1:525| V-type proton ATPase subunit B, kidney isoform [Homo sapiens]	3	1	0.1728	0.4183
EIF4A2	gi|19913428|gn|ATP6V1B2:526| V-type proton ATPase subunit B, brain isoform [Homo sapiens]	3	2	0.0430	0.5476
MEPCE	gi|19913428|gn|ATP6V1B2:526| V-type proton ATPase subunit B, brain isoform [Homo sapiens]	3	2	0.1355	0.4532
EIF4A2	gi|19923142|gn|KPNB1:3837| importin subunit beta-1 [Homo sapiens]	3	24	0.2200	0.3765
MEPCE	gi|19923142|gn|KPNB1:3837| importin subunit beta-1 [Homo sapiens]	3	24	1.0000	0.0000
EIF4A2	gi|19923193|gn|ST13:6767| hsc70-interacting protein [Homo sapiens]	3	6	0.2934	0.3145
MEPCE	gi|19923193|gn|ST13:6767| hsc70-interacting protein [Homo sapiens]	3	6	0.3378	0.2729
EIF4A2	gi|19923855|gn|SYAP1:94056| synapse-associated protein 1 [Homo sapiens]	3	1	0.3360	0.2742
MEPCE	gi|19923855|gn|SYAP1:94056| synapse-associated protein 1 [Homo sapiens]	3	1	0.0208	0.5759
EIF4A2	gi|20070125|gn|P4HB:5034| protein disulfide-isomerase precursor [Homo sapiens]	3	12	0.2712	0.3332
MEPCE	gi|20070125|gn|P4HB:5034| protein disulfide-isomerase precursor [Homo sapiens]	3	12	0.3271	0.2872
EIF4A2	gi|20127408|gn|HADHA:3030| trifunctional enzyme subunit alpha, mitochondrial precursor [Homo sapiens]	3	5	0.6764	0.0761
MEPCE	gi|20127408|gn|HADHA:3030| trifunctional enzyme subunit alpha, mitochondrial precursor [Homo sapiens]	3	5	0.1203	0.4699
EIF4A2	gi|20127454|gn|ATIC:471| bifunctional purine biosynthesis protein PURH [Homo sapiens]	3	1	0.6613	0.0902
MEPCE	gi|20127454|gn|ATIC:471| bifunctional purine biosynthesis protein PURH [Homo sapiens]	3	1	0.0265	0.5669
EIF4A2	gi|20127499|gn|SRSF6:6431| serine/arginine-rich splicing factor 6 [Homo sapiens]	3	1	0.4742	0.1779
MEPCE	gi|20127499|gn|SRSF6:6431| serine/arginine-rich splicing factor 6 [Homo sapiens]	3	1	0.1940	0.4005
EIF4A2	gi|20270253|gn|ASCC2:84164| activating signal cointegrator 1 complex subunit 2 isoform 1 [Homo sapiens]	3	1	0.1510	0.4415
MEPCE	gi|20270253|gn|ASCC2:84164| activating signal cointegrator 1 complex subunit 2 isoform 1 [Homo sapiens]	3	1	0.0091	0.6068
EIF4A2	gi|20270371|gn|CMBL:134147| carboxymethylenebutenolidase homolog [Homo sapiens]	3	13	0.3542	0.2603
MEPCE	gi|20270371|gn|CMBL:134147| carboxymethylenebutenolidase homolog [Homo sapiens]	3	13	0.1049	0.4856
EIF4A2	gi|20336294|gn|DHX30:22907| putative ATP-dependent RNA helicase DHX30 isoform 1 [Homo sapiens]	3	1	0.4925	0.1695
MEPCE	gi|20336294|gn|DHX30:22907| putative ATP-dependent RNA helicase DHX30 isoform 1 [Homo sapiens]	3	1	0.2790	0.3276
EIF4A2	gi|20544168|gn|HIST1H1T:3010| histone H1t [Homo sapiens]	3	4	0.8696	0.0184
MEPCE	gi|20544168|gn|HIST1H1T:3010| histone H1t [Homo sapiens]	3	4	1.0000	0.0000
EIF4A2	gi|207442675|gn|RAB1A:5861| ras-related protein Rab-1A isoform 2 [Homo sapiens]	3	1	0.0224	0.5736
MEPCE	gi|207442675|gn|RAB1A:5861| ras-related protein Rab-1A isoform 2 [Homo sapiens]	3	1	0.0043	0.6281
EIF4A2	gi|207452735|gn|EPPK1:83481| epiplakin [Homo sapiens]	3	17	0.9642	0.0030
MEPCE	gi|207452735|gn|EPPK1:83481| epiplakin [Homo sapiens]	3	17	0.9554	0.0043
EIF4A2	gi|208022658|gn|GLB1:2720| beta-galactosidase isoform c preproprotein [Homo sapiens]	3	3	0.1722	0.4187
MEPCE	gi|208022658|gn|GLB1:2720| beta-galactosidase isoform c preproprotein [Homo sapiens]	3	3	0.6305	0.1040
EIF4A2	gi|208431836|gn|PABPC4:8761| polyadenylate-binding protein 4 isoform 3 [Homo sapiens]	3	33	1.0000	0.0000
MEPCE	gi|208431836|gn|PABPC4:8761| polyadenylate-binding protein 4 isoform 3 [Homo sapiens]	3	33	0.7451	0.0478
EIF4A2	gi|208609990|gn|NUP93:9688| nuclear pore complex protein Nup93 isoform 1 [Homo sapiens]	3	2	0.0110	0.5989
MEPCE	gi|208609990|gn|NUP93:9688| nuclear pore complex protein Nup93 isoform 1 [Homo sapiens]	3	2	0.0837	0.5037
EIF4A2	gi|208879470|gn|EEF1E1:9521| eukaryotic translation elongation factor 1 epsilon-1 isoform 2 [Homo sapiens]	3	1	0.2884	0.3192
MEPCE	gi|208879470|gn|EEF1E1:9521| eukaryotic translation elongation factor 1 epsilon-1 isoform 2 [Homo sapiens]	3	1	0.5747	0.1275
EIF4A2	gi|208973242|gn|YWHAZ:7534| 14-3-3 protein zeta/delta [Homo sapiens]	3	9	0.3031	0.3055
MEPCE	gi|208973242|gn|YWHAZ:7534| 14-3-3 protein zeta/delta [Homo sapiens]	3	9	0.4426	0.1969
EIF4A2	gi|20911035|gn|PPIL4:85313| peptidyl-prolyl cis-trans isomerase-like 4 [Homo sapiens]	3	12	0.4024	0.2224
MEPCE	gi|20911035|gn|PPIL4:85313| peptidyl-prolyl cis-trans isomerase-like 4 [Homo sapiens]	3	12	0.2652	0.3392
EIF4A2	gi|209862831|gn|ANXA2:302| annexin A2 isoform 2 [Homo sapiens]	3	3	0.2239	0.3734
MEPCE	gi|209862831|gn|ANXA2:302| annexin A2 isoform 2 [Homo sapiens]	3	3	0.3167	0.2934
EIF4A2	gi|209869995|gn|GART:2618| trifunctional purine biosynthetic protein adenosine-3 isoform 1 [Homo sapiens]	3	13	0.1517	0.4400
MEPCE	gi|209869995|gn|GART:2618| trifunctional purine biosynthetic protein adenosine-3 isoform 1 [Homo sapiens]	3	13	0.3750	0.2437
EIF4A2	gi|209915588|gn|RPL28:6158| 60S ribosomal protein L28 isoform 5 [Homo sapiens]	3	2	0.5092	0.1580
MEPCE	gi|209915588|gn|RPL28:6158| 60S ribosomal protein L28 isoform 5 [Homo sapiens]	3	2	0.9335	0.0074
EIF4A2	gi|209969700|gn|CCDC124:115098| coiled-coil domain-containing protein 124 [Homo sapiens]	3	7	0.0464	0.5439
MEPCE	gi|209969700|gn|CCDC124:115098| coiled-coil domain-containing protein 124 [Homo sapiens]	3	7	0.0859	0.5006
EIF4A2	gi|209969703|gn|RCC2:55920| protein RCC2 [Homo sapiens]	3	5	0.1784	0.4133
MEPCE	gi|209969703|gn|RCC2:55920| protein RCC2 [Homo sapiens]	3	5	0.4279	0.2052
EIF4A2	gi|210032790|gn|FAM184B:27146| protein FAM184B [Homo sapiens]	3	1	0.0019	0.6448
MEPCE	gi|210032790|gn|FAM184B:27146| protein FAM184B [Homo sapiens]	3	1	0.0003	0.6627
EIF4A2	gi|210147571|gn|ANP32E:81611| acidic leucine-rich nuclear phosphoprotein 32 family member E isoform 3 [Homo sapiens]	3	1	0.0223	0.5740
MEPCE	gi|210147571|gn|ANP32E:81611| acidic leucine-rich nuclear phosphoprotein 32 family member E isoform 3 [Homo sapiens]	3	1	0.4661	0.1843
EIF4A2	gi|21070976|gn|DIABLO:56616| diablo homolog, mitochondrial isoform 3 precursor [Homo sapiens]	3	5	0.0415	0.5501
MEPCE	gi|21070976|gn|DIABLO:56616| diablo homolog, mitochondrial isoform 3 precursor [Homo sapiens]	3	5	0.0525	0.5364
EIF4A2	gi|212276104|gn|LRRFIP1:9208| leucine-rich repeat flightless-interacting protein 1 isoform 5 [Homo sapiens]	3	2	0.2987	0.3094
MEPCE	gi|212276104|gn|LRRFIP1:9208| leucine-rich repeat flightless-interacting protein 1 isoform 5 [Homo sapiens]	3	2	0.0754	0.5138
EIF4A2	gi|212276121|gn|MCTS1:28985| malignant T-cell-amplified sequence 1 isoform 2 [Homo sapiens]	3	1	0.6756	0.0766
MEPCE	gi|212276121|gn|MCTS1:28985| malignant T-cell-amplified sequence 1 isoform 2 [Homo sapiens]	3	1	0.6632	0.0878
EIF4A2	gi|212549555|gn|ILF3:3609| interleukin enhancer-binding factor 3 isoform e [Homo sapiens]	3	9	1.0000	0.0000
MEPCE	gi|212549555|gn|ILF3:3609| interleukin enhancer-binding factor 3 isoform e [Homo sapiens]	3	9	0.9999	0.0000
EIF4A2	gi|21265070|gn|MRPL2:51069| 39S ribosomal protein L2, mitochondrial [Homo sapiens]	3	1	0.0024	0.6397
MEPCE	gi|21265070|gn|MRPL2:51069| 39S ribosomal protein L2, mitochondrial [Homo sapiens]	3	1	0.0016	0.6476
EIF4A2	gi|21327701|gn|TAF15:8148| TATA-binding protein-associated factor 2N isoform 1 [Homo sapiens]	3	3	0.1587	0.4322
MEPCE	gi|21327701|gn|TAF15:8148| TATA-binding protein-associated factor 2N isoform 1 [Homo sapiens]	3	3	0.2171	0.3803
EIF4A2	gi|21328448|gn|YWHAB:7529| 14-3-3 protein beta/alpha [Homo sapiens]	3	4	0.1346	0.4544
MEPCE	gi|21328448|gn|YWHAB:7529| 14-3-3 protein beta/alpha [Homo sapiens]	3	4	0.1113	0.4808
EIF4A2	gi|213511508|gn|BCAP31:10134| B-cell receptor-associated protein 31 isoform a [Homo sapiens]	3	2	0.3159	0.2942
MEPCE	gi|213511508|gn|BCAP31:10134| B-cell receptor-associated protein 31 isoform a [Homo sapiens]	3	2	0.1691	0.4227
EIF4A2	gi|21359945|gn|NCAPG:64151| condensin complex subunit 3 [Homo sapiens]	3	2	0.0682	0.5215
MEPCE	gi|21359945|gn|NCAPG:64151| condensin complex subunit 3 [Homo sapiens]	3	2	0.0423	0.5492
EIF4A2	gi|21359951|gn|RBM42:79171| RNA-binding protein 42 [Homo sapiens]	3	1	0.9287	0.0081
MEPCE	gi|21359951|gn|RBM42:79171| RNA-binding protein 42 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|21361091|gn|UCHL1:7345| ubiquitin carboxyl-terminal hydrolase isozyme L1 [Homo sapiens]	3	1	0.0009	0.6543
MEPCE	gi|21361091|gn|UCHL1:7345| ubiquitin carboxyl-terminal hydrolase isozyme L1 [Homo sapiens]	3	1	0.0005	0.6592
EIF4A2	gi|21361144|gn|PSMC3:5702| 26S protease regulatory subunit 6A [Homo sapiens]	3	10	0.1028	0.4875
MEPCE	gi|21361144|gn|PSMC3:5702| 26S protease regulatory subunit 6A [Homo sapiens]	3	10	0.0717	0.5173
EIF4A2	gi|21361282|gn|SRSF4:6429| serine/arginine-rich splicing factor 4 [Homo sapiens]	3	3	0.7160	0.0569
MEPCE	gi|21361282|gn|SRSF4:6429| serine/arginine-rich splicing factor 4 [Homo sapiens]	3	3	0.6281	0.1045
EIF4A2	gi|21361322|gn|TUBB4A:10382| tubulin beta-4A chain [Homo sapiens]	3	5	0.0079	0.6108
MEPCE	gi|21361322|gn|TUBB4A:10382| tubulin beta-4A chain [Homo sapiens]	3	5	0.0022	0.6416
EIF4A2	gi|21361356|gn|TOMM34:10953| mitochondrial import receptor subunit TOM34 [Homo sapiens]	3	1	0.0242	0.5710
MEPCE	gi|21361356|gn|TOMM34:10953| mitochondrial import receptor subunit TOM34 [Homo sapiens]	3	1	0.0067	0.6157
EIF4A2	gi|21361376|gn|SF3A2:8175| splicing factor 3A subunit 2 [Homo sapiens]	3	2	0.1520	0.4397
MEPCE	gi|21361376|gn|SF3A2:8175| splicing factor 3A subunit 2 [Homo sapiens]	3	2	0.0023	0.6406
EIF4A2	gi|21361399|gn|PPP2R1A:5518| serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Homo sapiens]	3	13	0.1916	0.4040
MEPCE	gi|21361399|gn|PPP2R1A:5518| serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Homo sapiens]	3	13	0.1153	0.4770
EIF4A2	gi|21361576|gn|ZCCHC17:51538| nucleolar protein of 40 kDa [Homo sapiens]	3	1	0.0004	0.6613
MEPCE	gi|21361576|gn|ZCCHC17:51538| nucleolar protein of 40 kDa [Homo sapiens]	3	1	0.1293	0.4595
EIF4A2	gi|21361657|gn|PDIA3:2923| protein disulfide-isomerase A3 precursor [Homo sapiens]	3	12	0.2626	0.3414
MEPCE	gi|21361657|gn|PDIA3:2923| protein disulfide-isomerase A3 precursor [Homo sapiens]	3	12	0.3345	0.2768
EIF4A2	gi|21361659|gn|IPO9:55705| importin-9 [Homo sapiens]	3	1	0.1105	0.4816
MEPCE	gi|21361659|gn|IPO9:55705| importin-9 [Homo sapiens]	3	1	0.1608	0.4307
EIF4A2	gi|21361684|gn|GPATCH1:55094| G patch domain-containing protein 1 [Homo sapiens]	3	8	0.0808	0.5067
MEPCE	gi|21361684|gn|GPATCH1:55094| G patch domain-containing protein 1 [Homo sapiens]	3	8	0.0620	0.5266
EIF4A2	gi|21361794|gn|CAND1:55832| cullin-associated NEDD8-dissociated protein 1 [Homo sapiens]	3	13	0.2697	0.3347
MEPCE	gi|21361794|gn|CAND1:55832| cullin-associated NEDD8-dissociated protein 1 [Homo sapiens]	3	13	0.1877	0.4066
EIF4A2	gi|21361875|gn|LTV1:84946| protein LTV1 homolog [Homo sapiens]	3	2	0.1101	0.4824
MEPCE	gi|21361875|gn|LTV1:84946| protein LTV1 homolog [Homo sapiens]	3	2	0.1397	0.4488
EIF4A2	gi|213688375|gn|ACTA2:59| actin, aortic smooth muscle [Homo sapiens]	3	2	0.1383	0.4506
MEPCE	gi|213688375|gn|ACTA2:59| actin, aortic smooth muscle [Homo sapiens]	3	2	0.0124	0.5946
EIF4A2	gi|21389407|gn|HEXIM2:124790| protein HEXIM2 [Homo sapiens]	3	1	0.2506	0.3519
MEPCE	gi|21389407|gn|HEXIM2:124790| protein HEXIM2 [Homo sapiens]	3	1	0.7698	0.0410
EIF4A2	gi|21396489|gn|LONP1:9361| lon protease homolog, mitochondrial [Homo sapiens]	3	7	0.4851	0.1754
MEPCE	gi|21396489|gn|LONP1:9361| lon protease homolog, mitochondrial [Homo sapiens]	3	7	0.3051	0.3023
EIF4A2	gi|214010212|gn|ARCN1:372| coatomer subunit delta isoform 2 [Homo sapiens]	3	3	0.0832	0.5039
MEPCE	gi|214010212|gn|ARCN1:372| coatomer subunit delta isoform 2 [Homo sapiens]	3	3	0.0692	0.5200
EIF4A2	gi|214010226|gn|RPS24:6229| 40S ribosomal protein S24 isoform d [Homo sapiens]	3	4	0.9535	0.0047
MEPCE	gi|214010226|gn|RPS24:6229| 40S ribosomal protein S24 isoform d [Homo sapiens]	3	4	0.6366	0.1016
EIF4A2	gi|21464101|gn|YWHAG:7532| 14-3-3 protein gamma [Homo sapiens]	3	6	0.4641	0.1867
MEPCE	gi|21464101|gn|YWHAG:7532| 14-3-3 protein gamma [Homo sapiens]	3	6	0.5858	0.1225
EIF4A2	gi|21493022|gn|AKAP12:9590| A-kinase anchor protein 12 isoform 1 [Homo sapiens]	3	5	0.2590	0.3454
MEPCE	gi|21493022|gn|AKAP12:9590| A-kinase anchor protein 12 isoform 1 [Homo sapiens]	3	5	0.2584	0.3469
EIF4A2	gi|21536286|gn|CKB:1152| creatine kinase B-type [Homo sapiens]	3	14	0.2092	0.3873
MEPCE	gi|21536286|gn|CKB:1152| creatine kinase B-type [Homo sapiens]	3	14	0.0647	0.5241
EIF4A2	gi|21536326|gn|HNRNPUL1:11100| heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform a [Homo sapiens]	3	8	0.6883	0.0680
MEPCE	gi|21536326|gn|HNRNPUL1:11100| heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform a [Homo sapiens]	3	8	1.0000	0.0000
EIF4A2	gi|21536449|gn|PFDN1:5201| prefoldin subunit 1 [Homo sapiens]	3	1	0.0340	0.5579
MEPCE	gi|21536449|gn|PFDN1:5201| prefoldin subunit 1 [Homo sapiens]	3	1	0.0011	0.6522
EIF4A2	gi|215490011|gn|AIMP1:9255| aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform b precursor [Homo sapiens]	3	1	0.0030	0.6368
MEPCE	gi|215490011|gn|AIMP1:9255| aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform b precursor [Homo sapiens]	3	1	0.0010	0.6531
EIF4A2	gi|215490037|gn|MORF4L2:9643| mortality factor 4-like protein 2 [Homo sapiens]	3	1	0.0001	0.6652
MEPCE	gi|215490037|gn|MORF4L2:9643| mortality factor 4-like protein 2 [Homo sapiens]	3	1	0.0018	0.6461
EIF4A2	gi|215490056|gn|MGEA5:10724| bifunctional protein NCOAT isoform b [Homo sapiens]	3	1	0.1135	0.4789
MEPCE	gi|215490056|gn|MGEA5:10724| bifunctional protein NCOAT isoform b [Homo sapiens]	3	1	0.1619	0.4301
EIF4A2	gi|21614513|gn|ALDH1L1:10840| cytosolic 10-formyltetrahydrofolate dehydrogenase isoform 2 [Homo sapiens]	3	4	0.3561	0.2594
MEPCE	gi|21614513|gn|ALDH1L1:10840| cytosolic 10-formyltetrahydrofolate dehydrogenase isoform 2 [Homo sapiens]	3	4	0.3032	0.3051
EIF4A2	gi|21700763|gn|HN1L:90861| hematological and neurological expressed 1-like protein [Homo sapiens]	3	3	0.0011	0.6522
MEPCE	gi|21700763|gn|HN1L:90861| hematological and neurological expressed 1-like protein [Homo sapiens]	3	3	0.0002	0.6641
EIF4A2	gi|217035107|gn|CPSF7:79869| cleavage and polyadenylation specificity factor subunit 7 isoform 3 [Homo sapiens]	3	4	0.4445	0.1954
MEPCE	gi|217035107|gn|CPSF7:79869| cleavage and polyadenylation specificity factor subunit 7 isoform 3 [Homo sapiens]	3	4	0.4454	0.1949
EIF4A2	gi|217035152|gn|IMPDH1:3614| inosine-5'-monophosphate dehydrogenase 1 isoform d [Homo sapiens]	3	2	0.0193	0.5772
MEPCE	gi|217035152|gn|IMPDH1:3614| inosine-5'-monophosphate dehydrogenase 1 isoform d [Homo sapiens]	3	2	0.0136	0.5923
EIF4A2	gi|217330646|gn|SUB1:10923| activated RNA polymerase II transcriptional coactivator p15 [Homo sapiens]	3	10	0.0460	0.5441
MEPCE	gi|217330646|gn|SUB1:10923| activated RNA polymerase II transcriptional coactivator p15 [Homo sapiens]	3	10	0.2944	0.3138
EIF4A2	gi|21735621|gn|MDH2:4191| malate dehydrogenase, mitochondrial precursor [Homo sapiens]	3	9	0.2846	0.3226
MEPCE	gi|21735621|gn|MDH2:4191| malate dehydrogenase, mitochondrial precursor [Homo sapiens]	3	9	0.4815	0.1759
EIF4A2	gi|217416381|gn|C17orf79:55352| cooperator of PRMT5 [Homo sapiens]	3	3	0.2066	0.3897
MEPCE	gi|217416381|gn|C17orf79:55352| cooperator of PRMT5 [Homo sapiens]	3	3	0.4704	0.1808
EIF4A2	gi|219283152|gn|API5:8539| apoptosis inhibitor 5 isoform a [Homo sapiens]	3	1	0.0711	0.5178
MEPCE	gi|219283152|gn|API5:8539| apoptosis inhibitor 5 isoform a [Homo sapiens]	3	1	0.1176	0.4732
EIF4A2	gi|219555712|gn|EIF5A:1984| eukaryotic translation initiation factor 5A-1 isoform B [Homo sapiens]	3	4	0.0121	0.5956
MEPCE	gi|219555712|gn|EIF5A:1984| eukaryotic translation initiation factor 5A-1 isoform B [Homo sapiens]	3	4	0.0117	0.5962
EIF4A2	gi|219803946|gn|WIBG:84305| partner of Y14 and mago isoform 2 [Homo sapiens]	3	2	0.0551	0.5338
MEPCE	gi|219803946|gn|WIBG:84305| partner of Y14 and mago isoform 2 [Homo sapiens]	3	2	0.6261	0.1069
EIF4A2	gi|219842262|gn|COPS2:9318| COP9 signalosome complex subunit 2 isoform 2 [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|219842262|gn|COPS2:9318| COP9 signalosome complex subunit 2 isoform 2 [Homo sapiens]	3	1	0.1195	0.4710
EIF4A2	gi|22035588|gn|MRPL24:79590| 39S ribosomal protein L24, mitochondrial [Homo sapiens]	3	2	0.2195	0.3775
MEPCE	gi|22035588|gn|MRPL24:79590| 39S ribosomal protein L24, mitochondrial [Homo sapiens]	3	2	0.5805	0.1245
EIF4A2	gi|221136939|gn|PRPF31:26121| U4/U6 small nuclear ribonucleoprotein Prp31 [Homo sapiens]	3	22	0.3048	0.3035
MEPCE	gi|221136939|gn|PRPF31:26121| U4/U6 small nuclear ribonucleoprotein Prp31 [Homo sapiens]	3	22	1.0000	0.0000
EIF4A2	gi|221316632|gn|COPB1:1315| coatomer subunit beta [Homo sapiens]	3	9	0.0246	0.5706
MEPCE	gi|221316632|gn|COPB1:1315| coatomer subunit beta [Homo sapiens]	3	9	0.0186	0.5786
EIF4A2	gi|22202631|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 3 [Homo sapiens]	3	1	0.0013	0.6504
MEPCE	gi|22202631|gn|AIFM1:9131| apoptosis-inducing factor 1, mitochondrial isoform 3 [Homo sapiens]	3	1	0.2957	0.3114
EIF4A2	gi|22202633|gn|PFDN5:5204| prefoldin subunit 5 isoform alpha [Homo sapiens]	3	1	0.3856	0.2350
MEPCE	gi|22202633|gn|PFDN5:5204| prefoldin subunit 5 isoform alpha [Homo sapiens]	3	1	0.0849	0.5029
EIF4A2	gi|22202637|gn|PFDN5:5204| prefoldin subunit 5 isoform gamma [Homo sapiens]	3	2	0.5395	0.1392
MEPCE	gi|22202637|gn|PFDN5:5204| prefoldin subunit 5 isoform gamma [Homo sapiens]	3	2	0.3249	0.2876
EIF4A2	gi|22208967|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens]	3	1	0.0004	0.6613
MEPCE	gi|22208967|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens]	3	1	0.0087	0.6087
EIF4A2	gi|22208979|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform b [Homo sapiens]	3	1	0.0051	0.6239
MEPCE	gi|22208979|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform b [Homo sapiens]	3	1	0.0164	0.5828
EIF4A2	gi|222136639|gn|MTHFD1:4522| C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens]	3	26	0.5937	0.1176
MEPCE	gi|222136639|gn|MTHFD1:4522| C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens]	3	26	0.5641	0.1315
EIF4A2	gi|222144262|gn|PSMB5:5693| proteasome subunit beta type-5 isoform 3 [Homo sapiens]	3	2	0.0014	0.6495
MEPCE	gi|222144262|gn|PSMB5:5693| proteasome subunit beta type-5 isoform 3 [Homo sapiens]	3	2	0.0018	0.6461
EIF4A2	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	3	0.0088	0.6083
MEPCE	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	3	0.0221	0.5742
EIF4A2	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	4	0.7753	0.0387
MEPCE	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	4	0.3285	0.2856
EIF4A2	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	1	0.9419	0.0065
MEPCE	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	1	0.1026	0.4877
EIF4A2	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	6	0.3620	0.2545
MEPCE	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	6	0.2521	0.3501
EIF4A2	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	2	0.0009	0.6543
MEPCE	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	2	0.0788	0.5105
EIF4A2	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	1	0.2624	0.3425
MEPCE	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	1	0.9295	0.0078
EIF4A2	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	5	0.0929	0.4954
MEPCE	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	5	0.0257	0.5680
EIF4A2	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	17	0.9997	0.0000
MEPCE	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	17	0.8634	0.0194
