Interactor1	Interactor2	Complex.name	Complex.id	geneName1	geneName2	GATA4	TBX5	NKX25
O60508	O43447	Spliceosome	351	CDC40	NA	1	0	1
O60508	Q9Y3C6	Spliceosome	351	CDC40	PPIL1	1	0	1
O60508	Q13356	Spliceosome	351	CDC40	NA	1	0	1
O60508	Q9H2H8	Spliceosome	351	CDC40	PPIL3	1	0	1
O60508	O15355	Spliceosome	351	CDC40	PPM1G	1	0	1
O60508	Q96BP3	Spliceosome	351	CDC40	PPWD1	1	0	1
O60508	Q99633	Spliceosome	351	CDC40	NA	1	0	1
O60508	Q9UMS4	Spliceosome	351	CDC40	PRPF19	1	0	1
O60508	O43395	Spliceosome	351	CDC40	NA	1	0	1
O60508	Q8WWY3	Spliceosome	351	CDC40	NA	1	0	1
O60508	O43172	Spliceosome	351	CDC40	NA	1	0	1
O60508	O75400	Spliceosome	351	CDC40	PRPF40A	1	0	1
O60508	Q13523	Spliceosome	351	CDC40	PRPF4B	1	0	1
O60508	O94906	Spliceosome	351	CDC40	PRPF6	1	0	1
O60508	Q6P2Q9	Spliceosome	351	CDC40	PRPF8	1	0	1
O60508	Q9UHX1	Spliceosome	351	CDC40	PUF60	1	0	1
O60508	Q96T37	Spliceosome	351	CDC40	RBM15	1	0	1
O60508	Q96I25	Spliceosome	351	CDC40	RBM17	1	0	1
O60508	Q9NW64	Spliceosome	351	CDC40	RBM22	1	0	1
O60508	P49756	Spliceosome	351	CDC40	RBM25	1	0	1
O60508	Q14498	Spliceosome	351	CDC40	RBM39	1	0	1
O60508	Q9Y5S9	Spliceosome	351	CDC40	RBM8A	1	0	1
O60508	Q15287	Spliceosome	351	CDC40	RNPS1	1	0	1
O60508	O43290	Spliceosome	351	CDC40	SART1	1	0	1
O60508	Q15637	Spliceosome	351	CDC40	SF1	1	0	1
O60508	Q15459	Spliceosome	351	CDC40	SF3A1	1	0	1
O60508	Q15428	Spliceosome	351	CDC40	SF3A2	1	0	1
O60508	Q12874	Spliceosome	351	CDC40	SF3A3	1	0	1
O60508	O75533	Spliceosome	351	CDC40	SF3B1	1	0	1
O60508	Q9Y3B4	Spliceosome	351	CDC40	SF3B6	1	0	1
O60508	Q13435	Spliceosome	351	CDC40	SF3B2	1	0	1
O60508	Q15393	Spliceosome	351	CDC40	SF3B3	1	0	1
O60508	Q15427	Spliceosome	351	CDC40	SF3B4	1	0	1
O60508	Q07955	Spliceosome	351	CDC40	SRSF1	1	0	1
O60508	Q05519	Spliceosome	351	CDC40	NA	1	0	1
O60508	Q01130	Spliceosome	351	CDC40	SRSF2	1	0	1
O60508	P84103	Spliceosome	351	CDC40	SRSF3	1	0	1
O60508	Q08170	Spliceosome	351	CDC40	SRSF4	1	0	1
O60508	Q13243	Spliceosome	351	CDC40	SRSF5	1	0	1
O60508	Q16629	Spliceosome	351	CDC40	SRSF7	1	0	1
O60508	P42285	Spliceosome	351	CDC40	MTREX	1	0	1
O60508	O95391	Spliceosome	351	CDC40	SLU7	1	0	1
O60508	O75940	Spliceosome	351	CDC40	SMNDC1	1	0	1
O60508	Q2TAY7	Spliceosome	351	CDC40	SMU1	1	0	1
O60508	O75643	Spliceosome	351	CDC40	SNRNP200	1	0	1
O60508	Q8WVK2	Spliceosome	351	CDC40	NA	1	0	1
O60508	Q96DI7	Spliceosome	351	CDC40	SNRNP40	1	0	1
O60508	P08621	Spliceosome	351	CDC40	SNRNP70	1	0	1
O60508	P09012	Spliceosome	351	CDC40	SNRPA	1	0	1
O60508	P09661	Spliceosome	351	CDC40	SNRPA1	1	0	1
O60508	P14678	Spliceosome	351	CDC40	SNRPB	1	0	1
O60508	P08579	Spliceosome	351	CDC40	SNRPB2	1	0	1
O60508	P09234	Spliceosome	351	CDC40	SNRPC	1	0	1
O60508	P62314	Spliceosome	351	CDC40	SNRPD1	1	0	1
O60508	P62316	Spliceosome	351	CDC40	SNRPD2	1	0	1
O60508	P62318	Spliceosome	351	CDC40	SNRPD3	1	0	1
O60508	P62304	Spliceosome	351	CDC40	SNRPE	1	0	1
O60508	P62306	Spliceosome	351	CDC40	SNRPF	1	0	1
O60508	P62308	Spliceosome	351	CDC40	SNRPG	1	0	1
O60508	Q13573	Spliceosome	351	CDC40	SNW1	1	0	1
O60508	Q96T58	Spliceosome	351	CDC40	NA	1	0	1
O60508	O15042	Spliceosome	351	CDC40	U2SURP	1	0	1
O60508	Q8IYB3	Spliceosome	351	CDC40	SRRM1	1	0	1
O60508	Q9UQ35	Spliceosome	351	CDC40	SRRM2	1	0	1
O60508	Q9BXP5	Spliceosome	351	CDC40	SRRT	1	0	1
O60508	Q13247	Spliceosome	351	CDC40	SRSF6	1	0	1
O60508	Q13242	Spliceosome	351	CDC40	SRSF9	1	0	1
O60508	O95926	Spliceosome	351	CDC40	SYF2	1	0	1
O60508	O14776	Spliceosome	351	CDC40	TCERG1	1	0	1
O60508	Q9UBB9	Spliceosome	351	CDC40	TFIP11	1	0	1
O60508	Q96FV9	Spliceosome	351	CDC40	THOC1	1	0	1
O60508	Q8NI27	Spliceosome	351	CDC40	THOC2	1	0	1
O60508	Q96J01	Spliceosome	351	CDC40	THOC3	1	0	1
O60508	Q86V81	Spliceosome	351	CDC40	ALYREF	1	0	1
O60508	Q13769	Spliceosome	351	CDC40	THOC5	1	0	1
O60508	Q86W42	Spliceosome	351	CDC40	THOC6	1	0	1
O60508	Q6I9Y2	Spliceosome	351	CDC40	THOC7	1	0	1
O60508	P62995	Spliceosome	351	CDC40	TRA2B	1	0	1
O60508	P83876	Spliceosome	351	CDC40	NA	1	0	1
O60508	Q01081	Spliceosome	351	CDC40	U2AF1	1	0	1
O60508	P26368	Spliceosome	351	CDC40	U2AF2	1	0	1
O60508	Q53GS9	Spliceosome	351	CDC40	USP39	1	0	1
O60508	Q9Y2W2	Spliceosome	351	CDC40	WBP11	1	0	1
O60508	Q15007	Spliceosome	351	CDC40	WTAP	1	0	1
O60508	Q9HCS7	Spliceosome	351	CDC40	XAB2	1	0	1
O60508	O43670	Spliceosome	351	CDC40	NA	1	0	1
Q99459	Q14011	Spliceosome	351	CDC5L	CIRBP	1	0	1
Q99459	Q16630	Spliceosome	351	CDC5L	CPSF6	1	0	1
Q99459	Q9NYV4	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q9BZJ0	Spliceosome	351	CDC5L	CRNKL1	1	0	1
Q99459	O95232	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q8WYA6	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q9P013	Spliceosome	351	CDC5L	CWC15	1	0	1
Q99459	Q9HCG8	Spliceosome	351	CDC5L	CWC22	1	0	1
Q99459	Q92841	Spliceosome	351	CDC5L	DDX17	1	0	1
Q99459	Q9BUQ8	Spliceosome	351	CDC5L	DDX23	1	0	1
Q99459	O00571	Spliceosome	351	CDC5L	DDX3X	1	0	1
Q99459	Q9UJV9	Spliceosome	351	CDC5L	DDX41	1	0	1
Q99459	Q7L014	Spliceosome	351	CDC5L	DDX46	1	0	1
Q99459	P17844	Spliceosome	351	CDC5L	DDX5	1	0	1
Q99459	Q96DF8	Spliceosome	351	CDC5L	ESS2	1	0	1
Q99459	O43143	Spliceosome	351	CDC5L	DHX15	1	0	1
Q99459	O60231	Spliceosome	351	CDC5L	DHX16	1	0	1
Q99459	Q92620	Spliceosome	351	CDC5L	DHX38	1	0	1
Q99459	Q14562	Spliceosome	351	CDC5L	DHX8	1	0	1
Q99459	Q08211	Spliceosome	351	CDC5L	DHX9	1	0	1
Q99459	O75937	Spliceosome	351	CDC5L	DNAJC8	1	0	1
Q99459	Q15029	Spliceosome	351	CDC5L	EFTUD2	1	0	1
Q99459	P38919	Spliceosome	351	CDC5L	EIF4A3	1	0	1
Q99459	Q4ZG51	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q9Y5B6	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	O43719	Spliceosome	351	CDC5L	HTATSF1	1	0	1
Q99459	O00425	Spliceosome	351	CDC5L	IGF2BP3	1	0	1
Q99459	Q13123	Spliceosome	351	CDC5L	IK	1	0	1
Q99459	Q9ULR0	Spliceosome	351	CDC5L	ISY1	1	0	1
Q99459	Q69YN4	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q9Y333	Spliceosome	351	CDC5L	LSM2	1	0	1
Q99459	P62310	Spliceosome	351	CDC5L	LSM3	1	0	1
Q99459	Q9Y4Z0	Spliceosome	351	CDC5L	LSM4	1	0	1
Q99459	P62312	Spliceosome	351	CDC5L	LSM6	1	0	1
Q99459	Q9UK45	Spliceosome	351	CDC5L	LSM7	1	0	1
Q99459	P61326	Spliceosome	351	CDC5L	MAGOH	1	0	1
Q99459	P55081	Spliceosome	351	CDC5L	MFAP1	1	0	1
Q99459	Q9HCE1	Spliceosome	351	CDC5L	MOV10	1	0	1
Q99459	Q09161	Spliceosome	351	CDC5L	NCBP1	1	0	1
Q99459	P52298	Spliceosome	351	CDC5L	NCBP2	1	0	1
Q99459	P55769	Spliceosome	351	CDC5L	SNU13	1	0	1
Q99459	O43809	Spliceosome	351	CDC5L	NUDT21	1	0	1
Q99459	P11940	Spliceosome	351	CDC5L	PABPC1	1	0	1
Q99459	O43660	Spliceosome	351	CDC5L	PLRG1	1	0	1
Q99459	Q9UNP9	Spliceosome	351	CDC5L	PPIE	1	0	1
Q99459	O43447	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q9Y3C6	Spliceosome	351	CDC5L	PPIL1	1	0	1
Q99459	Q13356	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q9H2H8	Spliceosome	351	CDC5L	PPIL3	1	0	1
Q99459	O15355	Spliceosome	351	CDC5L	PPM1G	1	0	1
Q99459	Q96BP3	Spliceosome	351	CDC5L	PPWD1	1	0	1
Q99459	Q99633	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q9UMS4	Spliceosome	351	CDC5L	PRPF19	1	0	1
Q99459	O43395	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q8WWY3	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	O43172	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	O75400	Spliceosome	351	CDC5L	PRPF40A	1	0	1
Q99459	Q13523	Spliceosome	351	CDC5L	PRPF4B	1	0	1
Q99459	O94906	Spliceosome	351	CDC5L	PRPF6	1	0	1
Q99459	Q6P2Q9	Spliceosome	351	CDC5L	PRPF8	1	0	1
Q99459	Q9UHX1	Spliceosome	351	CDC5L	PUF60	1	0	1
Q99459	Q96T37	Spliceosome	351	CDC5L	RBM15	1	0	1
Q99459	Q96I25	Spliceosome	351	CDC5L	RBM17	1	0	1
Q99459	Q9NW64	Spliceosome	351	CDC5L	RBM22	1	0	1
Q99459	P49756	Spliceosome	351	CDC5L	RBM25	1	0	1
Q99459	Q14498	Spliceosome	351	CDC5L	RBM39	1	0	1
Q99459	Q9Y5S9	Spliceosome	351	CDC5L	RBM8A	1	0	1
Q99459	Q15287	Spliceosome	351	CDC5L	RNPS1	1	0	1
Q99459	O43290	Spliceosome	351	CDC5L	SART1	1	0	1
Q99459	Q15637	Spliceosome	351	CDC5L	SF1	1	0	1
Q99459	Q15459	Spliceosome	351	CDC5L	SF3A1	1	0	1
Q99459	Q15428	Spliceosome	351	CDC5L	SF3A2	1	0	1
Q99459	Q12874	Spliceosome	351	CDC5L	SF3A3	1	0	1
Q99459	O75533	Spliceosome	351	CDC5L	SF3B1	1	0	1
Q99459	Q9Y3B4	Spliceosome	351	CDC5L	SF3B6	1	0	1
Q99459	Q13435	Spliceosome	351	CDC5L	SF3B2	1	0	1
Q99459	Q15393	Spliceosome	351	CDC5L	SF3B3	1	0	1
Q99459	Q15427	Spliceosome	351	CDC5L	SF3B4	1	0	1
Q99459	Q07955	Spliceosome	351	CDC5L	SRSF1	1	0	1
Q99459	Q05519	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q01130	Spliceosome	351	CDC5L	SRSF2	1	0	1
Q99459	P84103	Spliceosome	351	CDC5L	SRSF3	1	0	1
Q99459	Q08170	Spliceosome	351	CDC5L	SRSF4	1	0	1
Q99459	Q13243	Spliceosome	351	CDC5L	SRSF5	1	0	1
Q99459	Q16629	Spliceosome	351	CDC5L	SRSF7	1	0	1
Q99459	P42285	Spliceosome	351	CDC5L	MTREX	1	0	1
Q99459	O95391	Spliceosome	351	CDC5L	SLU7	1	0	1
Q99459	O75940	Spliceosome	351	CDC5L	SMNDC1	1	0	1
Q99459	Q2TAY7	Spliceosome	351	CDC5L	SMU1	1	0	1
Q99459	O75643	Spliceosome	351	CDC5L	SNRNP200	1	0	1
Q99459	Q8WVK2	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q96DI7	Spliceosome	351	CDC5L	SNRNP40	1	0	1
Q99459	P08621	Spliceosome	351	CDC5L	SNRNP70	1	0	1
Q99459	P09012	Spliceosome	351	CDC5L	SNRPA	1	0	1
Q99459	P09661	Spliceosome	351	CDC5L	SNRPA1	1	0	1
Q99459	P14678	Spliceosome	351	CDC5L	SNRPB	1	0	1
Q99459	P08579	Spliceosome	351	CDC5L	SNRPB2	1	0	1
Q99459	P09234	Spliceosome	351	CDC5L	SNRPC	1	0	1
Q99459	P62314	Spliceosome	351	CDC5L	SNRPD1	1	0	1
Q99459	P62316	Spliceosome	351	CDC5L	SNRPD2	1	0	1
Q99459	P62318	Spliceosome	351	CDC5L	SNRPD3	1	0	1
Q99459	P62304	Spliceosome	351	CDC5L	SNRPE	1	0	1
Q99459	P62306	Spliceosome	351	CDC5L	SNRPF	1	0	1
Q99459	P62308	Spliceosome	351	CDC5L	SNRPG	1	0	1
Q99459	Q13573	Spliceosome	351	CDC5L	SNW1	1	0	1
Q99459	Q96T58	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	O15042	Spliceosome	351	CDC5L	U2SURP	1	0	1
Q99459	Q8IYB3	Spliceosome	351	CDC5L	SRRM1	1	0	1
Q99459	Q9UQ35	Spliceosome	351	CDC5L	SRRM2	1	0	1
Q99459	Q9BXP5	Spliceosome	351	CDC5L	SRRT	1	0	1
Q99459	Q13247	Spliceosome	351	CDC5L	SRSF6	1	0	1
Q99459	Q13242	Spliceosome	351	CDC5L	SRSF9	1	0	1
Q99459	O95926	Spliceosome	351	CDC5L	SYF2	1	0	1
Q99459	O14776	Spliceosome	351	CDC5L	TCERG1	1	0	1
Q99459	Q9UBB9	Spliceosome	351	CDC5L	TFIP11	1	0	1
Q99459	Q96FV9	Spliceosome	351	CDC5L	THOC1	1	0	1
Q99459	Q8NI27	Spliceosome	351	CDC5L	THOC2	1	0	1
Q99459	Q96J01	Spliceosome	351	CDC5L	THOC3	1	0	1
Q99459	Q86V81	Spliceosome	351	CDC5L	ALYREF	1	0	1
Q99459	Q13769	Spliceosome	351	CDC5L	THOC5	1	0	1
Q99459	Q86W42	Spliceosome	351	CDC5L	THOC6	1	0	1
Q99459	Q6I9Y2	Spliceosome	351	CDC5L	THOC7	1	0	1
Q99459	P62995	Spliceosome	351	CDC5L	TRA2B	1	0	1
Q99459	P83876	Spliceosome	351	CDC5L	NA	1	0	1
Q99459	Q01081	Spliceosome	351	CDC5L	U2AF1	1	0	1
Q99459	P26368	Spliceosome	351	CDC5L	U2AF2	1	0	1
Q99459	Q53GS9	Spliceosome	351	CDC5L	USP39	1	0	1
Q99459	Q9Y2W2	Spliceosome	351	CDC5L	WBP11	1	0	1
Q99459	Q15007	Spliceosome	351	CDC5L	WTAP	1	0	1
Q99459	Q9HCS7	Spliceosome	351	CDC5L	XAB2	1	0	1
Q99459	O43670	Spliceosome	351	CDC5L	NA	1	0	1
Q14011	Q16630	Spliceosome	351	CIRBP	CPSF6	1	0	1
Q14011	Q9NYV4	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q9BZJ0	Spliceosome	351	CIRBP	CRNKL1	1	0	1
Q14011	O95232	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q8WYA6	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q9P013	Spliceosome	351	CIRBP	CWC15	1	0	1
Q14011	Q9HCG8	Spliceosome	351	CIRBP	CWC22	1	0	1
Q14011	Q92841	Spliceosome	351	CIRBP	DDX17	1	0	1
Q14011	Q9BUQ8	Spliceosome	351	CIRBP	DDX23	1	0	1
Q14011	O00571	Spliceosome	351	CIRBP	DDX3X	1	0	1
Q14011	Q9UJV9	Spliceosome	351	CIRBP	DDX41	1	0	1
Q14011	Q7L014	Spliceosome	351	CIRBP	DDX46	1	0	1
Q14011	P17844	Spliceosome	351	CIRBP	DDX5	1	0	1
Q14011	Q96DF8	Spliceosome	351	CIRBP	ESS2	1	0	1
Q14011	O43143	Spliceosome	351	CIRBP	DHX15	1	0	1
Q14011	O60231	Spliceosome	351	CIRBP	DHX16	1	0	1
Q14011	Q92620	Spliceosome	351	CIRBP	DHX38	1	0	1
Q14011	Q14562	Spliceosome	351	CIRBP	DHX8	1	0	1
Q14011	Q08211	Spliceosome	351	CIRBP	DHX9	1	0	1
Q14011	O75937	Spliceosome	351	CIRBP	DNAJC8	1	0	1
Q14011	Q15029	Spliceosome	351	CIRBP	EFTUD2	1	0	1
Q14011	P38919	Spliceosome	351	CIRBP	EIF4A3	1	0	1
Q14011	Q4ZG51	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q9Y5B6	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	O43719	Spliceosome	351	CIRBP	HTATSF1	1	0	1
Q14011	O00425	Spliceosome	351	CIRBP	IGF2BP3	1	0	1
Q14011	Q13123	Spliceosome	351	CIRBP	IK	1	0	1
Q14011	Q9ULR0	Spliceosome	351	CIRBP	ISY1	1	0	1
Q14011	Q69YN4	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q9Y333	Spliceosome	351	CIRBP	LSM2	1	0	1
Q14011	P62310	Spliceosome	351	CIRBP	LSM3	1	0	1
Q14011	Q9Y4Z0	Spliceosome	351	CIRBP	LSM4	1	0	1
Q14011	P62312	Spliceosome	351	CIRBP	LSM6	1	0	1
Q14011	Q9UK45	Spliceosome	351	CIRBP	LSM7	1	0	1
Q14011	P61326	Spliceosome	351	CIRBP	MAGOH	1	0	1
Q14011	P55081	Spliceosome	351	CIRBP	MFAP1	1	0	1
Q14011	Q9HCE1	Spliceosome	351	CIRBP	MOV10	1	0	1
Q14011	Q09161	Spliceosome	351	CIRBP	NCBP1	1	0	1
Q14011	P52298	Spliceosome	351	CIRBP	NCBP2	1	0	1
Q14011	P55769	Spliceosome	351	CIRBP	SNU13	1	0	1
Q14011	O43809	Spliceosome	351	CIRBP	NUDT21	1	0	1
Q14011	P11940	Spliceosome	351	CIRBP	PABPC1	1	0	1
Q14011	O43660	Spliceosome	351	CIRBP	PLRG1	1	0	1
Q14011	Q9UNP9	Spliceosome	351	CIRBP	PPIE	1	0	1
Q14011	O43447	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q9Y3C6	Spliceosome	351	CIRBP	PPIL1	1	0	1
Q14011	Q13356	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q9H2H8	Spliceosome	351	CIRBP	PPIL3	1	0	1
Q14011	O15355	Spliceosome	351	CIRBP	PPM1G	1	0	1
Q14011	Q96BP3	Spliceosome	351	CIRBP	PPWD1	1	0	1
Q14011	Q99633	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q9UMS4	Spliceosome	351	CIRBP	PRPF19	1	0	1
Q14011	O43395	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q8WWY3	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	O43172	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	O75400	Spliceosome	351	CIRBP	PRPF40A	1	0	1
Q14011	Q13523	Spliceosome	351	CIRBP	PRPF4B	1	0	1
Q14011	O94906	Spliceosome	351	CIRBP	PRPF6	1	0	1
Q14011	Q6P2Q9	Spliceosome	351	CIRBP	PRPF8	1	0	1
Q14011	Q9UHX1	Spliceosome	351	CIRBP	PUF60	1	0	1
Q14011	Q96T37	Spliceosome	351	CIRBP	RBM15	1	0	1
Q14011	Q96I25	Spliceosome	351	CIRBP	RBM17	1	0	1
Q14011	Q9NW64	Spliceosome	351	CIRBP	RBM22	1	0	1
Q14011	P49756	Spliceosome	351	CIRBP	RBM25	1	0	1
Q14011	Q14498	Spliceosome	351	CIRBP	RBM39	1	0	1
Q14011	Q9Y5S9	Spliceosome	351	CIRBP	RBM8A	1	0	1
Q14011	Q15287	Spliceosome	351	CIRBP	RNPS1	1	0	1
Q14011	O43290	Spliceosome	351	CIRBP	SART1	1	0	1
Q14011	Q15637	Spliceosome	351	CIRBP	SF1	1	0	1
Q14011	Q15459	Spliceosome	351	CIRBP	SF3A1	1	0	1
Q14011	Q15428	Spliceosome	351	CIRBP	SF3A2	1	0	1
Q14011	Q12874	Spliceosome	351	CIRBP	SF3A3	1	0	1
Q14011	O75533	Spliceosome	351	CIRBP	SF3B1	1	0	1
Q14011	Q9Y3B4	Spliceosome	351	CIRBP	SF3B6	1	0	1
Q14011	Q13435	Spliceosome	351	CIRBP	SF3B2	1	0	1
Q14011	Q15393	Spliceosome	351	CIRBP	SF3B3	1	0	1
Q14011	Q15427	Spliceosome	351	CIRBP	SF3B4	1	0	1
Q14011	Q07955	Spliceosome	351	CIRBP	SRSF1	1	0	1
Q14011	Q05519	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q01130	Spliceosome	351	CIRBP	SRSF2	1	0	1
Q14011	P84103	Spliceosome	351	CIRBP	SRSF3	1	0	1
Q14011	Q08170	Spliceosome	351	CIRBP	SRSF4	1	0	1
Q14011	Q13243	Spliceosome	351	CIRBP	SRSF5	1	0	1
Q14011	Q16629	Spliceosome	351	CIRBP	SRSF7	1	0	1
Q14011	P42285	Spliceosome	351	CIRBP	MTREX	1	0	1
Q14011	O95391	Spliceosome	351	CIRBP	SLU7	1	0	1
Q14011	O75940	Spliceosome	351	CIRBP	SMNDC1	1	0	1
Q14011	Q2TAY7	Spliceosome	351	CIRBP	SMU1	1	0	1
Q14011	O75643	Spliceosome	351	CIRBP	SNRNP200	1	0	1
Q14011	Q8WVK2	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q96DI7	Spliceosome	351	CIRBP	SNRNP40	1	0	1
Q14011	P08621	Spliceosome	351	CIRBP	SNRNP70	1	0	1
Q14011	P09012	Spliceosome	351	CIRBP	SNRPA	1	0	1
Q14011	P09661	Spliceosome	351	CIRBP	SNRPA1	1	0	1
Q14011	P14678	Spliceosome	351	CIRBP	SNRPB	1	0	1
Q14011	P08579	Spliceosome	351	CIRBP	SNRPB2	1	0	1
Q14011	P09234	Spliceosome	351	CIRBP	SNRPC	1	0	1
Q14011	P62314	Spliceosome	351	CIRBP	SNRPD1	1	0	1
Q14011	P62316	Spliceosome	351	CIRBP	SNRPD2	1	0	1
Q14011	P62318	Spliceosome	351	CIRBP	SNRPD3	1	0	1
Q14011	P62304	Spliceosome	351	CIRBP	SNRPE	1	0	1
Q14011	P62306	Spliceosome	351	CIRBP	SNRPF	1	0	1
Q14011	P62308	Spliceosome	351	CIRBP	SNRPG	1	0	1
Q14011	Q13573	Spliceosome	351	CIRBP	SNW1	1	0	1
Q14011	Q96T58	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	O15042	Spliceosome	351	CIRBP	U2SURP	1	0	1
Q14011	Q8IYB3	Spliceosome	351	CIRBP	SRRM1	1	0	1
Q14011	Q9UQ35	Spliceosome	351	CIRBP	SRRM2	1	0	1
Q14011	Q9BXP5	Spliceosome	351	CIRBP	SRRT	1	0	1
Q14011	Q13247	Spliceosome	351	CIRBP	SRSF6	1	0	1
Q14011	Q13242	Spliceosome	351	CIRBP	SRSF9	1	0	1
Q14011	O95926	Spliceosome	351	CIRBP	SYF2	1	0	1
Q14011	O14776	Spliceosome	351	CIRBP	TCERG1	1	0	1
Q14011	Q9UBB9	Spliceosome	351	CIRBP	TFIP11	1	0	1
Q14011	Q96FV9	Spliceosome	351	CIRBP	THOC1	1	0	1
Q14011	Q8NI27	Spliceosome	351	CIRBP	THOC2	1	0	1
Q14011	Q96J01	Spliceosome	351	CIRBP	THOC3	1	0	1
Q14011	Q86V81	Spliceosome	351	CIRBP	ALYREF	1	0	1
Q14011	Q13769	Spliceosome	351	CIRBP	THOC5	1	0	1
Q14011	Q86W42	Spliceosome	351	CIRBP	THOC6	1	0	1
Q14011	Q6I9Y2	Spliceosome	351	CIRBP	THOC7	1	0	1
Q14011	P62995	Spliceosome	351	CIRBP	TRA2B	1	0	1
Q14011	P83876	Spliceosome	351	CIRBP	NA	1	0	1
Q14011	Q01081	Spliceosome	351	CIRBP	U2AF1	1	0	1
Q14011	P26368	Spliceosome	351	CIRBP	U2AF2	1	0	1
Q14011	Q53GS9	Spliceosome	351	CIRBP	USP39	1	0	1
Q14011	Q9Y2W2	Spliceosome	351	CIRBP	WBP11	1	0	1
Q14011	Q15007	Spliceosome	351	CIRBP	WTAP	1	0	1
Q14011	Q9HCS7	Spliceosome	351	CIRBP	XAB2	1	0	1
Q14011	O43670	Spliceosome	351	CIRBP	NA	1	0	1
Q16630	Q9NYV4	Spliceosome	351	CPSF6	NA	1	0	1
Q16630	Q9BZJ0	Spliceosome	351	CPSF6	CRNKL1	1	0	1
Q16630	O95232	Spliceosome	351	CPSF6	NA	1	0	1
Q16630	Q8WYA6	Spliceosome	351	CPSF6	NA	1	0	1
Q16630	Q9P013	Spliceosome	351	CPSF6	CWC15	1	0	1
Q16630	Q9HCG8	Spliceosome	351	CPSF6	CWC22	1	0	1
Q16630	Q92841	Spliceosome	351	CPSF6	DDX17	1	0	1
Q16630	Q9BUQ8	Spliceosome	351	CPSF6	DDX23	1	0	1
Q16630	O00571	Spliceosome	351	CPSF6	DDX3X	1	0	1
Q16630	Q9UJV9	Spliceosome	351	CPSF6	DDX41	1	0	1
Q16630	Q7L014	Spliceosome	351	CPSF6	DDX46	1	0	1
Q16630	P17844	Spliceosome	351	CPSF6	DDX5	1	0	1
Q16630	Q96DF8	Spliceosome	351	CPSF6	ESS2	1	0	1
Q16630	O43143	Spliceosome	351	CPSF6	DHX15	1	0	1
Q16630	O60231	Spliceosome	351	CPSF6	DHX16	1	0	1
Q16630	Q92620	Spliceosome	351	CPSF6	DHX38	1	0	1
Q16630	Q14562	Spliceosome	351	CPSF6	DHX8	1	0	1
Q16630	Q08211	Spliceosome	351	CPSF6	DHX9	1	0	1
Q16630	O75937	Spliceosome	351	CPSF6	DNAJC8	1	0	1
Q16630	Q15029	Spliceosome	351	CPSF6	EFTUD2	1	0	1
Q16630	P38919	Spliceosome	351	CPSF6	EIF4A3	1	0	1
Q16630	Q4ZG51	Spliceosome	351	CPSF6	NA	1	0	1
Q16630	Q9Y5B6	Spliceosome	351	CPSF6	NA	1	0	1
Q16630	O43719	Spliceosome	351	CPSF6	HTATSF1	1	0	1
Q16630	O00425	Spliceosome	351	CPSF6	IGF2BP3	1	0	1
Q16630	Q13123	Spliceosome	351	CPSF6	IK	1	0	1
Q16630	Q9ULR0	Spliceosome	351	CPSF6	ISY1	1	0	1
Q16630	Q69YN4	Spliceosome	351	CPSF6	NA	1	0	1
Q16630	Q9Y333	Spliceosome	351	CPSF6	LSM2	1	0	1
Q16630	P62310	Spliceosome	351	CPSF6	LSM3	1	0	1
Q16630	Q9Y4Z0	Spliceosome	351	CPSF6	LSM4	1	0	1
Q16630	P62312	Spliceosome	351	CPSF6	LSM6	1	0	1
Q16630	Q9UK45	Spliceosome	351	CPSF6	LSM7	1	0	1
Q16630	P61326	Spliceosome	351	CPSF6	MAGOH	1	0	1
Q16630	P55081	Spliceosome	351	CPSF6	MFAP1	1	0	1
